DCRAINTERNALNUMBER,ISSUE_DATE,PERMIT_ID,PERMIT_TYPE_NAME,PERMIT_SUBTYPE_NAME,PERMIT_CATEGORY_NAME,APPLICATION_STATUS_NAME,FULL_ADDRESS,DESC_OF_WORK,SSL,ZONING,PERMIT_APPLICANT,FEE_TYPE,FEES_PAID,OWNER_NAME,LASTMODIFIEDDATE,CITY,STATE,LATITUDE,LONGITUDE,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
111005190,6/16/2010 12:00:00 AM,B1005190,CONSTRUCTION,ADDITION,NA,PERMIT ISSUED,2027 11TH ST NW,"RENOVATION AND REAR ADDITION TO EXISTING TWO STORY ROWHOUSE WITH BASEMENT  REPLACEMENT WINDOWS ON FRONT FACADE MUST BE WOOD, 1/1, DHS, TO FIT ORIGINAL MASONRY OPENING. NO PANNING, NO CAPPING.  SHINGLES ON RESTORED HIPPED ROOF MUST BE SLATE OR FAUX SLATE.  CONVERT FROM SFD TO A 3 FAMILY FLAT. (L 30, W 15, H __).  FINAL MATERIALS SELECTION TO BE COORDINATED WITH THE HISTORIC PRESERVATION OFFICE PRIOR TO PURCHASE OF MATERIAL.",0332    0092,ARTS/C-2-B,HOWARD A. GILL (AFO),2239.92 (ALTREPAIR); 132.70 (GREENBLDG); 223.99 (AAREFEE); 195.08 (FILINGFEE),2792,HOWARD A GILL,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.91775468161380,-77.02677328333080,20001,239185,82133,82133,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
111005209,10/7/2010 12:00:00 AM,B1005209,CONSTRUCTION,ADDITION,NA,COMPLETED,511 3RD ST SE,"REAR ADDITION, TWO STORIES PLUS BASEMENT, KITCHEN RENOVATION, POWDER ROOM TWO FIREPLACES, LAUNDRY ROOM, TWO NEW BATHROOMS, EXTERIOR GRADING, RETAINING WALLS, FENCE.  INCLUDES MECHANICAL, ELECTRICAL, AND PLUMBING.  AS PER HPRB APPROVAL AND HPO STAMPED PLANS, DATED 9/1/2010.",0765    0073,CAP/R-4,TASHARIA  OUTLAW (AFO),82.32 (GREENBLDG); 1426.20 (ALTREPAIR); 158.10 (AAREFEE); 154.80 (ADDITION); 154.80 (FILINGFEE),1976,PRANAY BADHWAR,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.88278268613410,-77.00231925847010,20003,13292,7764,7764,6,6B,6B01,FIRST,107,26,NONE,NONE,NONE,NONE
111005219,6/18/2010 12:00:00 AM,B1005219,CONSTRUCTION,ALTERATION AND REPAIR,NA,COMPLETED,2041 MARTIN LUTHER KING JR AVE SE,"THIS PROJECT IS FOR THE INTERIOR RENOVATIONS TO AN EXISTING TENANT SPACE INCLUDING PARTITIONS, CEILINGS, LIGHTING, ELECTRICAL, MECHANICAL, PLUMBING, SPRINKLER, AND LIFE SAFETY FEATURES.",5772    1019,,"JEFFREY OWENS TECHNOLOGIES, INC (AFO); ANACOSTIA PROF. BLDG. REVOCABLE TRU (OWN)",2110.00 (FILINGFEE); 2080.00 (ALTREPAIR); 270.40 (GREENBLDG); 208.00 (AAREFEE),4668,ANACOSTIA PROF. BLDG. REVOCABLE TRUST,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.86592268707160,-76.989826387986,20020,278056,120434,120434,8,8A,8A03,SEVENTH,701,28,NONE,NONE,NONE,NONE
111005226,6/2/2010 12:00:00 AM,B1005226,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,2600 ROCK CREEK DR NW,CONVERSION OF AN EXTERIOR COVERED TERRACE TO AN ENCLOSED SUNROOM,2140    0057,TSP/R-1-A,TANYA  HILL (AFO),385.00 (FILINGFEE); 48.10 (GREENBLDG); 385.00 (ALTREPAIR),818,EARL F GLOCK TRUSTEE,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.92052305858110,-77.05595977158020,20008,275940,118442,118442,3,3C,3C08,SECOND,204,15,NONE,NONE,NONE,NONE
111005242,4/26/2010 12:00:00 AM,B1005242,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,42 S ST NW,INSTALL (1) ROLL UP DOOR TO AN EXISTING SFD ROW STRUCTURE AT REAR OF PROPERTY ON PRIVATE PROPERTY.,3105    0035,R-4,ALAN  POONER (AFO),11.22 (GREENBLDG); 202.64 (ALTREPAIR),214,MICHELE E REED,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.91388387219830,-77.01052140849150,20001,226977,69677,69677,5,5C,5C03,FIFTH,501,21,NONE,NONE,NONE,NONE
111005269,11/1/2010 12:00:00 AM,B1005269,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,4417 GRANT ST NE,"NEW CONSTRUCTION - SINGLE FAMILY HOUSE - 3 STORIES - BZA NO. 18089  ELECTRICAL, PLUMBING, MECHANICAL DUCT WORK AND FENCE AS PER PLANS REAR DECK.",5130     0036,R-2,TAHER  KHATIB (AFO),319.20 (FILINGFEE); 319.20 (ALTREPAIR); 4.72 (GREENBLDG); 31.92 (AAREFEE),675,DISTRICT PROPERTIES,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.89816777520110,-76.93815525009310,20019,308127,458728,394715,7,7D,7D05,SIXTH,602,30,NONE,NONE,NONE,NONE
111005272,11/1/2010 12:00:00 AM,B1005272,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,4411 GRANT ST NE,"NEW CONSTRUCTION - SINGLE FAMILY HOUSE - 2 STORIES  ELECTRICAL, PLUMBING, MECHANICAL DUCT WORK AND FENCE AS PER PLANS REAR DECK.",5130    0033,,TAHER  KHATIB (AFO),319.20 (FILINGFEE); 319.20 (ALTREPAIR); 4.72 (GREENBLDG); 31.92 (AAREFEE),675,DISTRICT PROPERTIES,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.89816313955920,-76.93841797492170,20019,308121,458724,394714,7,7D,7D05,SIXTH,602,30,NONE,NONE,NONE,NONE
111005298,8/11/2010 12:00:00 AM,B1005298,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,3221 23RD ST SE,USE CHANGE-CHANGE OF USE FROM ICE CREAM STORE TO DAYCARE CENTER THAT WILL HOLD APPROXIMATELY 25 CHILDREN AGES 6 WEEKS TO ONE YEAR OLD AND FOUR (4) STAFF MEMBERS,5894    0060,,JUANITA  BARNES (AFO),37.00 (ALTREPAIR); 2.60 (GREENBLDG); 3.70 (AAREFEE); 33.00 (FILINGFEE),76,ALABAMA PLAZA LLC,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.85063719227270,-76.97367721626150,20020,278352,120409,120409,8,8B,8B05,SEVENTH,704,38,NONE,NONE,NONE,NONE
111005308,2/15/2011 12:00:00 AM,B1005308,CONSTRUCTION,ALTERATION AND REPAIR,NA,COMPLETED,2338 WISCONSIN AVE NW,"INTERIOR ALTERATION OF EXISTING TENANT SPACE WITH SMALL , LOW WOOD DECK.  CONVERSION TO FAST FOOD ESTABLISHMENT (CHIPOTLE) WITH 40 SEATS (24 INSIDE, 16 OUTSIDE) PER BZA 18137.",1300    0815,NOPD/C-2-A,JENNIFER  SAUM (AFO),250.00 (FILINGFEE); 4780.00 (ALTREPAIR); 325.00 (GREENBLDG); 478.00 (AAREFEE),5833,RICHARD S ISEN,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.92089916940930,-77.07219940600660,20007,302051,221361,221361,3,3B,3B02,SECOND,204,14,NONE,NONE,NONE,NONE
111005309,8/5/2010 12:00:00 AM,B1005309,CONSTRUCTION,ADDITION,NA,COMPLETED,4501 ELLICOTT ST NW,"2 STORY 31.5FT X 63.9FT ADDITION MAINTAINING 8FT SIDE YARD SETBACK ALONG NORTH LOT LINE AND 25FT REAR YARD SETBACK OPPOSITE 45TH STREET FRONTAGE.  SCOPE SHALL INCLUDE: TWO STORY ADDITION WITH BASEMENT PLUS ATTIC SPACE, NEW SCREENED IN PORCH, NEW PATIO, NEW FRONT STOOP.",1572    0052,R-1-B,AMY  POWELL (AFO),738.33 (FILINGFEE); 2413.98 (ALTREPAIR); 157.38 (GREENBLDG); 241.40 (AAREFEE),3551,MOHINI MALHOTRA,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.95349090599470,-77.08895807915790,20016,267644,110807,110807,3,3E,3E03,SECOND,202,11,NONE,NONE,NONE,NONE
111005312,11/3/2010 12:00:00 AM,B1005312,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,500 L ST NE,"REDUCE 3 UNIT APT BLDG TO 2 UNITS ADD BALCONY IN REAR ON SECOND LEVEL,ADD FRONT PORCH, ADD ELEVATOR, INCREASE STAIR SIZE IN FRONT BASEMENT, ADD ROOF TOP DECK.IN STALL 7FT FENCE.",0829    0011,R-4,KLAUS  KLATT (AFO),45.50 (GREENBLDG); 52.00 (AAREFEE); 520.00 (ALTREPAIR); 210.00 (FILINGFEE),828,OTTO A SEIDEL,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.90394390651530,-76.99930469624840,20002,15434,8334,8334,6,6C,6C04,FIRST,104,25,NONE,NONE,NONE,NONE
111005314,5/24/2010 12:00:00 AM,B1005314,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,900 23RD ST NW,INTERIOR ALTERATION TO CATH LAB #2 ON THE 2ND FLOOR OF EXISITING HOSPITAL...      NO CHANGE OF USE,0040    0036,R-5-E,DAMON  ELLIS (AFO); GWUH UNIVERSAL HEALTH SERVICES (OWN),167.70 (GREENBLDG); 1305.00 (ALTREPAIR); 1305.00 (FILINGFEE),2778,GEORGE WASHINGTON,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.90131934088880,-77.05063668165530,20037,242349,85288,85288,2,2A,2A06,SECOND,207,5,NONE,NONE,NONE,NONE
111005315,6/14/2010 12:00:00 AM,B1005315,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,900 23RD ST NW,INTERIOR ALTERATION TO ANJIO LAB #1 ON THE 2ND FLOOR OF EXISITING HOSPITAL...      NO CHANGE OF USE,0040    0036,R-5-E,DAMON  ELLIS (AFO); GWUH UNIVERSAL HEALTH SERVICES (OWN),1484.00 (ALTREPAIR); 148.40 (AAREFEE); 1315.00 (FILINGFEE),2947,GEORGE WASHINGTON,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.90131934088880,-77.05063668165530,20037,242349,85288,85288,2,2A,2A06,SECOND,207,5,NONE,NONE,NONE,NONE
111005316,6/14/2010 12:00:00 AM,B1005316,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,900 23RD ST NW,INTERIOR ALTERATION TO ANJIO LAB #2 ON THE 2ND FLOOR OF EXISITING HOSPITAL...      NO CHANGE OF USE,0040    0036,R-5-E,DAMON  ELLIS (AFO); GWUH UNIVERSAL HEALTH SERVICES (OWN),1315.00 (ALTREPAIR); 169.00 (GREENBLDG); 131.50 (AAREFEE); 1315.00 (FILINGFEE),2931,GWUH UNIVERSAL HEALTH SERVICES,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.90131934088880,-77.05063668165530,20037,242349,85288,85288,2,2A,2A06,SECOND,207,5,NONE,NONE,NONE,NONE
111005319,6/28/2010 12:00:00 AM,B1005319,CONSTRUCTION,ALTERATION AND REPAIR,NA,COMPLETED,616 5TH ST NE,"USE CHANGE FROM SFD TO TWO FAMILY FLAT WITH NEW UNIT ON THE BASEMENT LEVEL AND EXISTING UNIT ON THE 1ST AND 2ND FLOORS POD.  SCOPE OF WORK SHALL INCLUDE THE FOLLOWING: ( INTERIOR ALTERATIONS AND REPAIRS, EXCAVATION OF FRONT YARD ADDITION OF PATIO AND NEW ENTRANCE TO BASEMENT FROM FRONT ADDITION OF NEW STAIR. INTERIOR RENOVATION).",0810    0066,R-4,JULIAN  LOONEY (AFO),315.00 (FILINGFEE); 315.00 (ALTREPAIR); 39.00 (GREENBLDG); 31.50 (AAREFEE),701,EFFIE L SIMMON,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.89788939160820,-76.99975814567010,20002,4231,2144,2144,6,6C,6C05,FIRST,104,25,NONE,NONE,NONE,NONE
111005332,4/29/2010 12:00:00 AM,B1005332,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,940 25TH ST NW,REMOVE AND REPLACE EXISTING STEEL ANGELS AND INSTALL NEW ANGELS/SADDLES ON BOTH SIDES OF THE CONCRETE SUPPORT BEAMS. IN CONNECTIONS WITH PLANS.,0016    0863,R-5-E,LUIS  GARCIA (AFO); CLARIDGE HOUSE CORPORATION INC. (OWN),130.00 (ALTREPAIR); 6.50 (GREENBLDG),137,CLARIDGE HOUSE CORPORATION INC,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.90171974812050,-77.053694777976,20037,277541,119609,119609,2,2A,2A03,SECOND,207,5,NONE,NONE,NONE,NONE
111005342,9/15/2010 12:00:00 AM,B1005342,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,635 REGENT PL NE,"PHASE 1:    LOT OCCUPANCY: 34.3%  TOTAL BUILDING FOOTPRINT: 57,168 SQFT  GROSS FLOOR AREA: 207,983 SQFT  FAR: 1.25    NEW MODEL-C  (4) FOUR STORY SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), SECOND FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR FRONT BAY WINDOW (2¿-4¿¿X 11¿), THIRD FLOOR REAR BAY (2¿X 10¿), FORTH FLOOR FRONT ROOF TERRACE (10¿X 17¿), FORTH FLOOR REAR ROOF TERRACE (8¿X 17¿)).    NEW MODEL-C  (3) THREE STORY WITH CELLAR SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), FIRST FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR REAR BAY (2¿X 10¿), THIRD FLOOR FRONT ROOF TERRACE (8¿X17¿)).",3648    0861,,DAVID  FONTANA (AFO),5.40 (NEW2); 72.96 (REVISION); 364.95 (NEW1); 364.68 (FILINGFEE),808,"SP ASSOCIATES I, LLC",5/1/2012 5:20:50 AM,WASHINGTON,DC,38.92913730179520,-76.99749482268570,20017,308801,462570,397933,5,5C,5C09,FIFTH,502,21,NONE,NONE,NONE,NONE
111005345,10/5/2010 12:00:00 AM,B1005345,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,3113 CHANCELLOR'S WAY NE,"PHASE 1:    LOT OCCUPANCY: 34.3%  TOTAL BUILDING FOOTPRINT: 57,168 SQFT  GROSS FLOOR AREA: 207,983 SQFT  FAR: 1.25    NEW MODEL-C  (4) FOUR STORY SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), SECOND FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR FRONT BAY WINDOW (2¿-4¿¿X 11¿), THIRD FLOOR REAR BAY (2¿X 10¿), FORTH FLOOR FRONT ROOF TERRACE (10¿X 17¿), FORTH FLOOR REAR ROOF TERRACE (8¿X 17¿)).    NEW MODEL-C  (3) THREE STORY WITH CELLAR SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), FIRST FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR REAR BAY (2¿X 10¿), THIRD FLOOR FRONT ROOF TERRACE (8¿X17¿)).",3648    0868,,DAVID  FONTANA (AFO),5.40 (NEW2); 72.96 (REVISION); 364.95 (NEW1); 364.68 (FILINGFEE),808,"SP ASSOCIATES I, LLC",5/1/2012 5:20:50 AM,WASHINGTON,DC,38.92913217247190,-76.99776157890640,20017,308791,462552,398005,5,5C,5C09,FIFTH,502,21,NONE,NONE,NONE,NONE
111005349,12/30/2010 12:00:00 AM,B1005349,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,559 REGENT PL NE,"PHASE 1:    LOT OCCUPANCY: 34.3%  TOTAL BUILDING FOOTPRINT: 57,168 SQFT  GROSS FLOOR AREA: 207,983 SQFT  FAR: 1.25    NEW MODEL-C  (4) FOUR STORY SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), SECOND FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR FRONT BAY WINDOW (2¿-4¿¿X 11¿), THIRD FLOOR REAR BAY (2¿X 10¿), FORTH FLOOR FRONT ROOF TERRACE (10¿X 17¿), FORTH FLOOR REAR ROOF TERRACE (8¿X 17¿)).    NEW MODEL-C  (3) THREE STORY WITH CELLAR SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), FIRST FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR REAR BAY (2¿X 10¿), THIRD FLOOR FRONT ROOF TERRACE (8¿X17¿)).",3648    0889,,DAVID  FONTANA (AFO),72.96 (REVISION); 364.95 (NEW1); 5.40 (NEW1); 364.68 (FILINGFEE),808,"SP ASSOCIATES I, LLC",5/1/2012 5:20:50 AM,WASHINGTON,DC,38.92858564724690,-76.99829429675780,20017,308871,462710,397938,5,5C,5C09,FIFTH,502,21,NONE,NONE,NONE,NONE
111005351,12/30/2010 12:00:00 AM,B1005351,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,573 REGENT PL NE,"PHASE 1:    LOT OCCUPANCY: 34.3%  TOTAL BUILDING FOOTPRINT: 57,168 SQFT  GROSS FLOOR AREA: 207,983 SQFT  FAR: 1.25    NEW MODEL-C  (4) FOUR STORY SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), SECOND FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR FRONT BAY WINDOW (2¿-4¿¿X 11¿), THIRD FLOOR REAR BAY (2¿X 10¿), FORTH FLOOR FRONT ROOF TERRACE (10¿X 17¿), FORTH FLOOR REAR ROOF TERRACE (8¿X 17¿)).    NEW MODEL-C  (3) THREE STORY WITH CELLAR SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), FIRST FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR REAR BAY (2¿X 10¿), THIRD FLOOR FRONT ROOF TERRACE (8¿X17¿)).",3648   0882,,DAVID  FONTANA (AFO),72.96 (REVISION); 364.95 (NEW1); 5.40 (NEW1); 364.68 (FILINGFEE),808,"SP ASSOCIATES I, LLC",5/1/2012 5:20:50 AM,WASHINGTON,DC,38.92872536008690,-76.9979198222,20017,308878,462724,397940,5,5C,5C09,FIFTH,502,21,NONE,NONE,NONE,NONE
111005352,12/27/2010 12:00:00 AM,B1005352,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,581 REGENT PL NE,"PHASE 1:    LOT OCCUPANCY: 34.3%  TOTAL BUILDING FOOTPRINT: 57,168 SQFT  GROSS FLOOR AREA: 207,983 SQFT  FAR: 1.25    NEW MODEL-C  (4) FOUR STORY SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), SECOND FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR FRONT BAY WINDOW (2¿-4¿¿X 11¿), THIRD FLOOR REAR BAY (2¿X 10¿), FORTH FLOOR FRONT ROOF TERRACE (10¿X 17¿), FORTH FLOOR REAR ROOF TERRACE (8¿X 17¿)).    NEW MODEL-C  (3) THREE STORY WITH CELLAR SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), FIRST FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR REAR BAY (2¿X 10¿), THIRD FLOOR FRONT ROOF TERRACE (8¿X17¿)).",3648    0910,,DAVID  FONTANA (AFO),72.96 (REVISION); 364.95 (NEW1); 5.40 (NEW1); 364.68 (FILINGFEE),808,"SP ASSOCIATES I, LLC",5/1/2012 5:20:50 AM,WASHINGTON,DC,38.92876239091850,-76.998336502735,20017,308861,462690,398045,5,5C,5C09,FIFTH,502,21,NONE,NONE,NONE,NONE
111005353,12/27/2010 12:00:00 AM,B1005353,CONSTRUCTION,NEW BUILDING,NA,COMPLETE,593 REGENT PL NE,"PHASE 1:    LOT OCCUPANCY: 34.3%  TOTAL BUILDING FOOTPRINT: 57,168 SQFT  GROSS FLOOR AREA: 207,983 SQFT  FAR: 1.25    NEW MODEL-C  (4) FOUR STORY SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), SECOND FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR FRONT BAY WINDOW (2¿-4¿¿X 11¿), THIRD FLOOR REAR BAY (2¿X 10¿), FORTH FLOOR FRONT ROOF TERRACE (10¿X 17¿), FORTH FLOOR REAR ROOF TERRACE (8¿X 17¿)).    NEW MODEL-C  (3) THREE STORY WITH CELLAR SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), FIRST FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR REAR BAY (2¿X 10¿), THIRD FLOOR FRONT ROOF TERRACE (8¿X17¿)).",3648    0904,,DAVID  FONTANA (AFO),72.96 (REVISION); 364.95 (NEW1); 5.40 (NEW1); 364.68 (FILINGFEE),808,"SP ASSOCIATES I, LLC",5/1/2012 5:20:50 AM,WASHINGTON,DC,38.92903957689790,-76.99835483356010,20017,308865,462698,398047,5,5C,5C09,FIFTH,502,21,NONE,NONE,NONE,NONE
111005354,12/27/2010 12:00:00 AM,B1005354,CONSTRUCTION,NEW BUILDING,NA,COMPLETED,547 REGENT PL NE,"PHASE 1:    LOT OCCUPANCY: 34.3%  TOTAL BUILDING FOOTPRINT: 57,168 SQFT  GROSS FLOOR AREA: 207,983 SQFT  FAR: 1.25    NEW MODEL-C  (4) FOUR STORY SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), SECOND FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR FRONT BAY WINDOW (2¿-4¿¿X 11¿), THIRD FLOOR REAR BAY (2¿X 10¿), FORTH FLOOR FRONT ROOF TERRACE (10¿X 17¿), FORTH FLOOR REAR ROOF TERRACE (8¿X 17¿)).    NEW MODEL-C  (3) THREE STORY WITH CELLAR SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), FIRST FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR REAR BAY (2¿X 10¿), THIRD FLOOR FRONT ROOF TERRACE (8¿X17¿)).",3648    0901,,DAVID  FONTANA (AFO),72.96 (REVISION); 364.95 (NEW1); 5.40 (NEW1); 364.68 (FILINGFEE),808,"SP ASSOCIATES I, LLC",5/1/2012 5:20:50 AM,WASHINGTON,DC,38.92895553230030,-76.99857891924440,20017,308855,462678,397962,5,5C,5C09,FIFTH,502,21,NONE,NONE,NONE,NONE
111005357,2/9/2011 12:00:00 AM,B1005357,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,545 REGENT PL NE,"PHASE 1:    LOT OCCUPANCY: 34.3%  TOTAL BUILDING FOOTPRINT: 57,168 SQFT  GROSS FLOOR AREA: 207,983 SQFT  FAR: 1.25    NEW MODEL-C  (4) FOUR STORY SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), SECOND FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR FRONT BAY WINDOW (2¿-4¿¿X 11¿), THIRD FLOOR REAR BAY (2¿X 10¿), FORTH FLOOR FRONT ROOF TERRACE (10¿X 17¿), FORTH FLOOR REAR ROOF TERRACE (8¿X 17¿)).    NEW MODEL-C  (3) THREE STORY WITH CELLAR SFD ON VACANT LOT WITH (1) ONE AUTOMOBILE PARKING SPACE PER UNIT PER Z.C. CASE NO. 07-27 (OPTIONAL FEATURES INCLUDE THE FOLLOWING: FIRST FLOOR FRONT PORCH (5¿-4¿¿X 15¿-9¿¿), FIRST FLOOR REAR DECK (4¿X 14¿), SECOND FLOOR REAR BAY (2¿X 10¿), THIRD FLOOR FRONT ROOF TERRACE (8¿X17¿)).",3648   0893,,DAVID  FONTANA (AFO),5.40 (NEW1); 364.68 (FILINGFEE); 72.96 (REVISION); 364.95 (NEW1),808,"SP ASSOCIATES I, LLC",5/1/2012 5:20:51 AM,WASHINGTON,DC,38.92859060600140,-76.99861018044620,20017,308854,462676,398041,5,5C,5C09,FIFTH,502,21,NONE,NONE,NONE,NONE
