NID,CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,LATITUDE,LONGITUDE,CITY,STATE,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
1153852,12053924,4/20/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:03 AM,2700 B/O NEW YORK AVE NE,38.91731516937330,-76.96844313417380,WASHINGTON,DC,5,5B,5B09,FIFTH,503,24,NONE,NONE,NONE,NONE
1153857,12053875,4/20/2012 12:00:00 AM,UNK,ADW,GUN,4/30/2012 10:12:03 AM,4500 B/O QUARLES ST NE,38.91159842072560,-76.93600811995230,WASHINGTON,DC,7,7D,7D03,SIXTH,601,29,NONE,NONE,NONE,NONE
1153870,12053938,4/20/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:12:03 AM,100 B/O M ST SE,38.87649614046290,-77.00459131925020,WASHINGTON,DC,6,6D,6D07,FIRST,106,27,NONE,NONE,NONE,CAPITOL RIVERFRONT BID
1153874,12053895,4/20/2012 12:00:00 AM,UNK,ROBBERY,CAR JACKING - GUN,4/30/2012 10:12:03 AM,A ST SE & BENNING RD SE,38.88841641161590,-76.93695908671220,,,7,7E,7E04,SIXTH,604,33,NONE,NONE,NONE,NONE
1153888,12053976,4/20/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:03 AM,800 B/O SOUTHERN AVE SE,38.82813962102670,-76.99239904964020,WASHINGTON,DC,8,8D,8D01,SEVENTH,706,39,NONE,NONE,NONE,NONE
1153890,12053968,4/20/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,1600 B/O LINCOLN RD NE,38.91189788859760,-77.00872945079530,WASHINGTON,DC,5,5C,5C02,FIFTH,502,21,NONE,NONE,NONE,NONE
1153907,12053987,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:03 AM,1200 B/O BRENTWOOD RD NE,38.92259540455960,-76.98847536179050,WASHINGTON,DC,5,5B,5B01,FIFTH,505,22,NONE,NONE,NONE,NONE
1153912,12053956,4/20/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:03 AM,1100 B/O NEW JERSEY AVE SE,38.87700754488570,-77.00435409195790,WASHINGTON,DC,6,6D,6D07,FIRST,106,27,NONE,NONE,NONE,CAPITOL RIVERFRONT BID
1153914,12054002,4/21/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:03 AM,1100 B/O QUEEN ST NE,38.90741561030080,-76.98800186676810,WASHINGTON,DC,5,5B,5B06,FIFTH,506,23,NONE,NONE,WEST VIRGINIA AVE NE,NONE
1153916,12054004,4/21/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:03 AM,5TH ST NW & M ST NW,38.90564434944240,-77.01893182817770,WASHINGTON,DC,6,2C,2C04,THIRD,308,7,NONE,NONE,NONE,NONE
1153917,12053978,4/20/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:03 AM,3300 B/O 6TH ST SE,38.83971591111590,-76.99845040734340,WASHINGTON,DC,8,8E,8E05,SEVENTH,705,39,NONE,NONE,NONE,NONE
1153923,12054022,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:03 AM,1300 B/O 19TH ST NW,38.90801563803540,-77.04347539638530,WASHINGTON,DC,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1153953,12053983,4/21/2012 12:00:00 AM,UNK,ROBBERY,KNIFE,4/30/2012 10:12:03 AM,2600 B/O BOWEN RD SE,38.85944390115580,-76.99145439779930,WASHINGTON,DC,8,8A,8A06,SEVENTH,703,37,NONE,NONE,NONE,NONE
1153959,12054065,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:03 AM,3300 B/O HOLMEAD PL NW,38.93145213614140,-77.03086845870340,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
1153962,12054074,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:03 AM,400 B/O BUTTERNUT ST NW,38.97360985821330,-77.01896435313890,WASHINGTON,DC,4,4B,4B02,FOURTH,401,17,NONE,NONE,NONE,NONE
1153993,12054044,4/21/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:03 AM,I 295 & SUITLAND PKY SE,38.86308621734280,-76.99946764991060,WASHINGTON,DC,8,8C,8C01,SEVENTH,703,37,NONE,NONE,NONE,NONE
1153996,12054077,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:03 AM,1900 B/O RHODE ISLAND AVE NE,38.928622627621,-76.97709120545730,WASHINGTON,DC,5,5B,5B04,FIFTH,504,22,NONE,NONE,NONE,NONE
1154003,12054096,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:03 AM,1100 B/O T ST NW,38.91557340618390,-77.02755911838340,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
1154008,12054084,4/21/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:04 AM,3600 B/O JAY ST NE,38.90574798574850,-76.94920383951280,WASHINGTON,DC,7,7D,7D07,SIXTH,601,30,NONE,NONE,NONE,NONE
1154010,12054085,4/21/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:04 AM,1200 B/O CONNECTICUT AVE NW,38.90643896702260,-77.041577876265,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1154012,12054092,4/21/2012 12:00:00 AM,UNK,ROBBERY,FEAR,4/30/2012 10:12:04 AM,600 B/O OGLETHORPE ST NE,38.96129160236350,-76.99869619395680,WASHINGTON,DC,4,4B,4B09,FOURTH,406,19,NONE,NONE,NONE,NONE
1154039,12054070,4/21/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:06 AM,4200 B/O 6TH ST SE,38.82778667063710,-76.99849673235370,WASHINGTON,DC,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
1154062,12054101,4/21/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:04 AM,ADAMS MILL RD NW & CLYDESDALE PL NW,38.925151223060,-77.04460331963550,WASHINGTON,DC,1,1C,1C04,THIRD,303,1,NONE,NONE,NONE,NONE
1154068,12054127,4/21/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:06 AM,1100 B/O NORTH CAPITOL ST,38.90462632392540,-77.00910325146050,WASHINGTON,DC,6,6C,6C03,FIRST,103,8,SURSUM CORDA,SURSUM CORDA,SURSUM CORDA,NONE
1154070,12054122,4/21/2012 12:00:00 AM,UNK,ADW,GUN,4/30/2012 10:12:04 AM,3100 B/O BUENA VISTA TER SE,38.85066572202510,-76.966461022433,WASHINGTON,DC,8,8B,8B04,SEVENTH,702,36,NONE,NONE,NONE,NONE
1154073,12053679,4/20/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:04 AM,2000 B/O FORT DAVIS ST SE,38.86467556279430,-76.95013067379590,WASHINGTON,DC,7,7B,7B06,SIXTH,606,35,NONE,NONE,NONE,NONE
1154076,12054079,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,2000 B/O VERMONT AVE NW,38.91757619373730,-77.02501081301940,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
1154077,12054142,4/21/2012 12:00:00 AM,UNK,ROBBERY,ATTEMPT,4/30/2012 10:12:04 AM,400 B/O CHAPLIN ST SE,38.88416571782610,-76.94196986721460,WASHINGTON,DC,7,7A,7A02,SIXTH,603,33,NONE,NONE,NONE,NONE
1154080,12054125,4/21/2012 12:00:00 AM,UNK,ROBBERY,FEAR,4/30/2012 10:12:04 AM,3000 B/O 14TH ST NW,38.92817194019640,-77.03259010335480,WASHINGTON,DC,1,1A,1A03,THIRD,302,2,NONE,NONE,COLUMBIA RD NW,NONE
1154083,12054143,4/21/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:06 AM,2800 B/O QUEBEC ST NW,38.93704822424520,-77.05685199281150,WASHINGTON,DC,3,3C,3C04,SECOND,203,15,NONE,NONE,NONE,NONE
1154085,12054145,4/21/2012 12:00:00 AM,UNK,ROBBERY,CAR JACKING - GUN,4/30/2012 10:12:04 AM,4TH ST SE & ATLANTIC ST SE,38.83095951670790,-77.00057089986760,WASHINGTON,DC,8,8D,8D03,SEVENTH,706,39,NONE,NONE,NONE,NONE
1154093,12054155,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,COLUMBIA ST NW & O ST NW,38.90857308802550,-77.02497848608170,WASHINGTON,DC,2,2F,2F06,THIRD,307,7,NONE,NONE,NONE,NONE
1154102,12049194,4/11/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,2000 B/O 14TH ST NW,38.91755510615860,-77.031951044989,WASHINGTON,DC,1,1B,1B04,THIRD,305,3,NONE,NONE,NONE,NONE
1154103,12054173,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,3700 B/O 14TH ST NE,38.93545820370210,-76.98639393204810,WASHINGTON,DC,5,5A,5A06,FIFTH,504,20,NONE,NONE,NONE,NONE
1154104,12054167,4/21/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:06 AM,14TH ST SE & CEDAR ST SE,38.86269004793020,-76.98633056255680,,,8,8A,8A05,SEVENTH,701,28,NONE,NONE,NONE,NONE
1154112,12054187,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,3600 B/O VEAZEY ST NW,38.94401914150840,-77.07111519993610,WASHINGTON,DC,3,3F,3F01,SECOND,202,11,NONE,NONE,NONE,NONE
1154114,12054159,4/21/2012 12:00:00 AM,UNK,BURGLARY,1,4/30/2012 10:12:04 AM,4300 B/O 3RD ST SE,38.82508898654950,-77.00144599023790,WASHINGTON,DC,8,8D,8D03,SEVENTH,708,39,NONE,NONE,NONE,NONE
1154115,12046868,4/6/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,2000 B/O 1ST ST NW,38.91755490133420,-77.01215190450050,WASHINGTON,DC,5,5C,5C04,FIFTH,501,21,NONE,NONE,NONE,NONE
1154119,12054179,4/21/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:06 AM,4100 B/O 19TH ST NE,38.94020351131570,-76.97831477563510,WASHINGTON,DC,5,5A,5A09,FIFTH,503,24,NONE,NONE,NONE,NONE
1154120,12048643,4/10/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,200 B/O M ST NW,38.905652091528,-77.01443336033060,WASHINGTON,DC,6,6C,6C02,FIFTH,501,21,NONE,NONE,NONE,NONE
1154125,12054154,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,3600 B/O NORTON PL NW,38.935543437672,-77.07189141461210,WASHINGTON,DC,3,3C,3C09,SECOND,203,15,NONE,NONE,NONE,NONE
1154126,12054216,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,4400 B/O FALLS TER SE,38.88246420278640,-76.93749688935540,WASHINGTON,DC,7,7A,7A01,SIXTH,604,33,NONE,NONE,NONE,NONE
1154133,12054169,4/21/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:04 AM,600 B/O RIGGS RD NE,38.96149697792190,-76.99784236785260,WASHINGTON,DC,4,4B,4B09,FOURTH,406,19,NONE,NONE,NONE,NONE
1154134,12054182,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,3400 B/O 34TH PL NW,38.93546708382250,-77.06751565262350,WASHINGTON,DC,3,3C,3C09,SECOND,203,15,NONE,NONE,NONE,NONE
1154141,12054210,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,11TH ST NW & V ST NW,38.918110567269,-77.02703632649210,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
1154143,12054246,4/21/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:04 AM,1600 B/O MARYLAND AVE NE,38.90136130703370,-76.98039478097550,WASHINGTON,DC,5,5B,5B10,FIFTH,507,23,NONE,NONE,NONE,NONE
1154147,12054236,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,1400 B/O HARVARD ST NW,38.92641507406080,-77.03394508571390,WASHINGTON,DC,1,1A,1A03,THIRD,302,2,NONE,NONE,NONE,NONE
1154151,12054247,4/21/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:04 AM,1800 B/O CAPITOL AVE NE,38.91121539463010,-76.98558864592430,WASHINGTON,DC,5,5B,5B09,FIFTH,505,23,NONE,NONE,NONE,NONE
1154152,12054248,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,7400 B/O 12TH ST NW,38.98077707421810,-77.02787214790440,WASHINGTON,DC,4,4A,4A02,FOURTH,401,16,NONE,NONE,NONE,NONE
1154160,12054262,4/21/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:12:04 AM,2800 B/O NAYLOR RD SE,38.85637032817760,-76.966816793682,WASHINGTON,DC,7,7B,7B05,SIXTH,606,35,NONE,NONE,NONE,NONE
1154166,12054275,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,1600 B/O BENNING RD NE,38.89964071056790,-76.98039410103880,WASHINGTON,DC,5,5B,5B10,FIFTH,507,23,NONE,NONE,NONE,NONE
1154172,12054242,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,6600 B/O GEORGIA AVE NW,38.97069899576920,-77.02719674396050,WASHINGTON,DC,4,4A,4A03,FOURTH,401,17,NONE,NONE,NONE,NONE
1154178,12054278,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,1300 B/O 4TH ST NE,38.90985156759050,-76.99860057232820,WASHINGTON,DC,5,5B,5B06,FIFTH,506,23,NONE,NONE,NONE,NONE
1154182,12054237,4/21/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:04 AM,1600 B/O GALEN ST SE,38.86269839307690,-76.98223857822520,WASHINGTON,DC,8,8A,8A04,SEVENTH,701,28,NONE,NONE,NONE,NONE
1154185,12054282,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,700 B/O 7TH ST NW,38.89912972302340,-77.02191662869390,WASHINGTON,DC,2,2C,2C03,FIRST,102,8,NONE,NONE,NONE,DOWNTOWN BID
1154186,12054260,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,1700 B/O EAST CAPITOL ST,38.88982691065680,-76.97989539302110,WASHINGTON,DC,6,6A,6A08,FIRST,108,26,NONE,NONE,NONE,NONE
1154187,12054140,4/21/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:06 AM,700 B/O E ST SE,38.88272364752140,-76.99557712715930,WASHINGTON,DC,6,6B,6B03,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
1154189,12054300,4/21/2012 12:00:00 AM,UNK,ROBBERY,OTHER ARMED,4/30/2012 10:12:06 AM,900 B/O DELAFIELD PL NW,38.949013808814,-77.026225204577,WASHINGTON,DC,4,4D,4D06,FOURTH,407,18,NONE,NONE,NONE,NONE
1154190,12054288,4/21/2012 12:00:00 AM,UNK,BURGLARY,1,4/30/2012 10:12:04 AM,1400 B/O U ST NW,38.91699693339610,-77.03324153963580,WASHINGTON,DC,1,1B,1B04,THIRD,301,3,NONE,NONE,NONE,NONE
1154206,12054295,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,BLADENSBURG RD NE & QUEENS CHAPEL RD NE,38.91853360530660,-76.97147702774680,WASHINGTON,DC,5,5B,5B09,FIFTH,505,24,NONE,NONE,NONE,NONE
1154207,12054291,4/21/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:04 AM,3100 B/O BUENA VISTA TER SE,38.85066572202510,-76.966461022433,WASHINGTON,DC,8,8B,8B04,SEVENTH,702,36,NONE,NONE,NONE,NONE
1154212,12054308,4/21/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:06 AM,600 B/O 4TH ST SW,38.88176302425660,-77.01751837458830,WASHINGTON,DC,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
1154213,12054311,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,UPTON ST NW & WISCONSIN AVE NW,38.94221588103350,-77.07650660106320,,,3,3F,3F06,SECOND,202,14,NONE,NONE,NONE,NONE
1154230,12054328,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,5TH ST NE & EAST CAPITOL ST,38.88980828092040,-76.99951830552660,WASHINGTON,DC,6,6C,6C07,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
1154237,12054321,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,3700 B/O 12TH ST NE,38.935222225521,-76.99121233084610,WASHINGTON,DC,5,5A,5A06,FIFTH,504,20,NONE,NONE,NONE,NONE
1154239,12054324,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,1700 B/O CONNECTICUT AVE NW,38.91334467446440,-77.045588843219,WASHINGTON,DC,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,NONE
1154257,12054360,4/21/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:06 AM,4200 B/O HAYES ST NE,38.89973093014560,-76.94199070880050,WASHINGTON,DC,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,NONE
1154260,12054355,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,800 B/O PENNSYLVANIA AVE SE,38.88388567398690,-76.99430290123580,WASHINGTON,DC,6,6B,6B04,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
1154263,12054359,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,11TH ST NW & G ST NW,38.89831607974750,-77.02703422362660,WASHINGTON,DC,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
1154274,12054374,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,ATTEMPT,4/30/2012 10:12:06 AM,400 B/O ATLANTIC ST SE,38.83095491449090,-76.99953679882590,WASHINGTON,DC,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
1154277,12054361,4/21/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:04 AM,1300 B/O PENNSYLVANIA AVE SE,38.880885001979,-76.986881549702,WASHINGTON,DC,6,6B,6B06,FIRST,108,26,NONE,NONE,NONE,CAPITOL HILL BID
1154278,12054353,4/21/2012 12:00:00 AM,UNK,THEFT,SHOPLIFTING,4/30/2012 10:12:04 AM,3RD ST NE & HAMILTON ST NE,38.953007963108,-77.001175778823,WASHINGTON,DC,5,5A,5A01,FOURTH,405,19,NONE,NONE,NONE,NONE
1154286,12054410,4/21/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:04 AM,3100 B/O 10TH ST NE,38.92899669964860,-76.99243767378880,WASHINGTON,DC,5,5A,5A07,FIFTH,504,22,NONE,NONE,NONE,NONE
1154288,12054409,4/21/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:06 AM,5700 B/O EAST CAPITOL ST,38.88972416649310,-76.91926239307150,WASHINGTON,DC,7,7E,7E07,SIXTH,604,33,NONE,NONE,NONE,NONE
1154290,12054408,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,500 B/O RHODE ISLAND AVE NE,38.92093305817090,-76.99715674560220,WASHINGTON,DC,5,5C,5C08,FIFTH,502,21,NONE,NONE,NONE,NONE
1154307,12054436,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,1500 B/O WISCONSIN AVE NW,38.909703083526,-77.06452170169070,WASHINGTON,DC,2,2E,2E06,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
1154309,12054257,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,3100 B/O 14TH ST NW,38.929521111408,-77.03276400281860,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
1154314,12054280,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,1300 B/O IRVING ST NW,38.928636528697,-77.03120169169080,WASHINGTON,DC,1,1A,1A11,THIRD,302,2,NONE,NONE,NONE,NONE
1154317,12054434,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,500 B/O LAMONT ST NW,38.93114485543540,-77.02072340933660,WASHINGTON,DC,1,1A,1A09,THIRD,302,2,NONE,NONE,NONE,NONE
1154319,12054424,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:06 AM,200 B/O CEDAR ST NW,38.97595414415210,-77.01589816635550,WASHINGTON,DC,4,4B,4B01,FOURTH,401,17,NONE,NONE,NONE,NONE
1154322,12054444,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,2000 B/O L ST NW,38.903742128289,-77.04577293123640,WASHINGTON,DC,2,2A,2A06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1154324,12054435,4/21/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:04 AM,1800 B/O ONTARIO PL NW,38.92473548043580,-77.04359709186640,WASHINGTON,DC,1,1C,1C04,THIRD,303,1,NONE,NONE,NONE,NONE
1154346,12054443,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,20TH ST NE & BENNING RD NE,38.89873158721390,-76.97547275462730,WASHINGTON,DC,5,7D,7D01,FIFTH,507,23,17TH ST & M ST,17TH ST & M ST,NONE,NONE
1154367,12054303,4/21/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:04 AM,2200 B/O MINNESOTA AVE SE,38.87179156308640,-76.97408982441390,WASHINGTON,DC,8,8A,8A01,SIXTH,607,34,NONE,NONE,NONE,NONE
1154374,12054476,4/21/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:04 AM,1500 B/O ALABAMA AVE SE,38.84654267672080,-76.98151456152750,WASHINGTON,DC,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
1154375,12054382,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,3200 B/O BUENA VISTA TER SE,38.85119677073020,-76.96676159707510,WASHINGTON,DC,8,8B,8B02,SEVENTH,702,36,NONE,NONE,NONE,NONE
1154380,12054411,4/21/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:06 AM,4200 B/O 6TH ST SE,38.82778667063710,-76.99849673235370,WASHINGTON,DC,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
1154396,12054488,4/21/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:04 AM,3900 B/O MINNESOTA AVE NE,38.89441835742190,-76.94963265269540,WASHINGTON,DC,7,7A,7A06,SIXTH,603,32,NONE,NONE,NONE,NONE
1154397,12054497,4/21/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:04 AM,1200 B/O RHODE ISLAND AVE NE,38.92316560846320,-76.99006667706570,WASHINGTON,DC,5,5B,5B04,FIFTH,504,22,NONE,NONE,NONE,NONE
1154402,12054405,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,100 B/O M ST NE,38.90564374830450,-77.00447257216520,WASHINGTON,DC,6,6C,6C04,FIFTH,506,25,NONE,NONE,NONE,NOMA BID
1154417,12054386,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,3100 B/O 14TH ST NW,38.929521111408,-77.03276400281860,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
1154419,12054506,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,200 B/O C ST SE,38.88603934634040,-77.002777030480,WASHINGTON,DC,6,6B,6B01,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
1154420,12054501,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,1200 B/O CONNECTICUT AVE NW,38.90643896702260,-77.041577876265,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1154434,12054491,4/21/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:05 AM,1300 B/O COLUMBIA RD NW,38.92758145403990,-77.03111185196370,WASHINGTON,DC,1,1A,1A11,THIRD,302,2,NONE,NONE,COLUMBIA RD NW,NONE
1154439,12054450,4/21/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:06 AM,4900 B/O G ST SE,38.881600703084,-76.93250830465180,WASHINGTON,DC,7,7E,7E03,SIXTH,604,33,NONE,NONE,NONE,NONE
1154440,12054461,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,2500 B/O Q ST NW,38.91058400909050,-77.05404757901620,WASHINGTON,DC,2,2E,2E07,SECOND,206,4,NONE,NONE,NONE,NONE
1154442,12054524,4/21/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:05 AM,1300 B/O CONGRESS ST SE,38.84241658394290,-76.98643419790350,WASHINGTON,DC,8,8E,8E02,SEVENTH,705,38,NONE,NONE,NONE,NONE
1154450,12054518,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1100 B/O VERMONT AVE NW,38.90452618749980,-77.03261388656120,WASHINGTON,DC,2,2F,2F03,SECOND,207,8,NONE,NONE,NONE,DOWNTOWN BID
1154451,12054535,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,1600 B/O SAVANNAH ST SE,38.84558140131880,-76.98011786654370,WASHINGTON,DC,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
1154458,12054525,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,900 B/O WATER ST SW,38.88068097576640,-77.02611077037080,WASHINGTON,DC,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,NONE
1154463,12054544,4/21/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:04 AM,900 B/O WATER ST SW,38.88068097576640,-77.02611077037080,WASHINGTON,DC,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,NONE
